	Phylum	Class	Order	Family	Genus	Species	3SppN.1.1	3SppN.1.2	3SppN.2.1	3SppN.2.2	3sppN.3.1	3sppN.3.2	3sppN.4.1	3sppN.4.2	6Spp.1.1	6Spp.1.2	6spp.2.1	6spp.2.2	6spp.3.1	6spp.3.2	6Spp.4.1	6Spp.4.2	Canola.1.1	Canola.1.2	Canola.2.1	Canola.2.2	Canola.3.1	Canola.3.2	Canola.4.1	Canola.4.2	Clover.1.1	Clover.1.2	Clover.2.1	Clover.2.2	Clover.3.1	Clover.3.2	Clover.4.1	Clover.4.2	Fallow.1.1	Fallow.1.2	Fallow.2.1	Fallow.2.2	Fallow.3.1	Fallow.3.2	Fallow.4.1	Fallow.4.2	Oat.1.1	Oat.1.2	Oat.2.1	Oat.2.2	Oat.3.1	Oat.3.2	Oat.4.1	Oat.4.2	Pea.1.1	Pea.1.2	Pea.2.1	Pea.2.2	Pea.3.1	Pea.3.2	Pea.4.1	Pea.4.2	Radish.1.1	Radish.1.2	Radish.2.1	Radish.2.2	Radish.3.1	Radish.3.2	Radish.4.1	Radish.4.2	Rye.1.1	Rye.1.2	Rye.2.1	Rye.2.2	Rye.3.1	Rye.3.2	Rye.4.1	Rye.4.2
OTU_13028	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	sp.	0.000127116	0.000497069	0.000461361	0.000194285	0.000235708	0.000405963	0.000176684	0.00030575	0.00025476	0.000271426	0.000278697	0.000563128	0.000383606	0.000127529	0.000488293	0.000502739	0.0000863	0.0000947	0.000240969	0.000166248	0.000190588	0.000442955	0.0000515	0.000178612	0.000308385	0.001273101	0.000155071	0.00021166	0.000131347	0.000371164	0.00013282	0.00011843	0.000147861	0.000196351	0.000209458	0.0000221	0.000220942	0.000385998	0.000155565	0.000313778	0.000118968	0.000411067	0.000244053	0.000130767	0.000399917	0.0000631	0.000077	0.000194337	0.00024715	0.000731332	0.000476804	0.000310984	0.000275806	0.000100316	0.0000901	0.00013866	0.0000591	0.000180762	0.0000867	0.000351052	0.0002145	0.000260965	0.000138982	0.000307985	0.00019805	0.000639357	0.00000727	0.000449557	0.000401085	0.000454522	0.00018055	0.000199136
OTU_131	Ascomycota	Leotiomycetes	Leotiomycetes	Leotiomycetes	Leohumicola	minima	0.000236072	0.000336252	0.000576701	0.000957549	0.000964258	0.00210681	0.001560706	0.000982769	0.001103959	0.001560698	0.004110782	0.000861255	0.002907329	0.000196608	0.000558049	0.000270706	0.000259028	0.000189412	0.00017525	0.000137748	0.000410497	0.000147652	0.001056129	0.000321501	0.000589955	0.000251822	0.000275681	0.000330718	0.000750554	0.000230572	0.001461017	0.001172458	0.000349491	0.00034739	0.001815304	0.000258183	0.000458879	0.000751681	0.000518551	0.000267293	0.000257764	0.000284585	0.000629399	0.00022587	0.001060648	0.000252244	0.000230993	0.0015547	0.000633322	0.000923788	0.000254295	0.000407241	0.000643548	0.001249384	0.000570776	0.00055464	0.000753858	0.000265118	0.009234104	0.000906884	0.001306501	0.000836888	0.000305759	0.000492776	0.000142596	0.000365347	0.009609439	0.000883611	0.000353899	0.000563945	0.001308989	0.000298705
OTU_13234	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	sp.	0.003068933	0.003011652	0.002234717	0.001984485	0.003749893	0.004815567	0.006390059	0.009631134	0.00383838	0.003867816	0.007489984	0.008778177	0.005875227	0.000972411	0.003790081	0.007296165	0.006540462	0.001846766	0.004797476	0.001648229	0.002638909	0.000442955	0.013162979	0.003095938	0.003405647	0.002602163	0.007253868	0.012990621	0.007899576	0.004588936	0.007769956	0.003019967	0.002406108	0.005543137	0.006539751	0.00107699	0.004299869	0.003189566	0.00648189	0.002498605	0.004857866	0.005628458	0.006794944	0.002175489	0.006329114	0.001106433	0.001638948	0.002307758	0.003923507	0.035411855	0.009472496	0.007856059	0.004688707	0.00651139	0.006353641	0.004128985	0.005764796	0.0029886	0.001647399	0.007650001	0.006981007	0.00231269	0.005670447	0.003766213	0.001568553	0.006484907	0.000436462	0.004898617	0.005332075	0.002348366	0.008373017	0.001294386
OTU_134	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	juniperi	0.00029055	0.00045321	0.000230681	0.000194285	0.000557127	0.000727934	0.00032392	0.000414947	0.000407616	0.000135713	0.009562794	0.000596254	0.003492833	0.001285921	0.000302276	0.000979697	0.000366957	0.000189412	0.000306688	0.000237497	0.000102624	0.0000591	0.000437907	0.000154797	0.000201121	0.000587585	0.000155071	0.000277804	0.000506624	0.000916662	0.000531279	0.000225017	0.000215071	0.00027187	0.000651648	0.000169663	0.000356906	0.000182841	0.000285203	0.001987263	0.003747497	0.004158103	0.000423881	0.000320974	0.001217137	0.000321037	0.020921331	0.0000972	0.00217801	0.000327175	0.000429123	0.000377624	0.000625161	0.007286556	0.000255347	0.000431386	0.000266068	0.000120508	0.00033237	0.000234034	0.000273	0.000602919	0.000166778	0.00424139	0.000277269	0.000228342	0.0000946	0.00127116	0.000707798	0.000227261	0.000609357	0.000110049
OTU_1342	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynespora	cassiicola	0.009061524	0.005189983	0.00788639	0.009991812	0.006106968	0.007006369	0.009923732	0.006879382	0.006725658	0.006989211	0.010311792	0.008745052	0.006642439	0.00191294	0.007533657	0.00652272	0.005374835	0.003598826	0.016977371	0.00311121	0.005717637	0.002716789	0.016717756	0.002822067	0.010391247	0.006309545	0.005978841	0.005939703	0.003321199	0.002390071	0.010448488	0.004038466	0.010269645	0.006736346	0.011729659	0.00230889	0.006866194	0.004245983	0.00679302	0.006693938	0.003562435	0.010102767	0.012999024	0.002793661	0.006537766	0.001688313	0.002595917	0.008684457	0.01044209	0.008006159	0.005515027	0.017940839	0.011308057	0.008791289	0.006158375	0.006948403	0.014086797	0.002193247	0.006618497	0.00729895	0.011895012	0.00283462	0.009311763	0.003343834	0.00487202	0.003242453	0.00060741	0.00936318	0.016161378	0.003526758	0.007447697	0.002300549
OTU_136	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales	Emericellopsis	sp.	0.002142805	0.001593544	0.000706459	0.000707753	0.000749979	0.000748933	0.002120204	0.001441394	0.000475552	0.000542851	0.002473437	0.002086887	0.001534424	0.000175353	0.000372032	0.000941025	0.000582813	0.000142059	0.001752503	0.000341996	0.000557103	0.000221477	0.002472888	0.000452483	0.001689416	0.000965318	0.003170337	0.003069067	0.000994483	0.000590488	0.000708372	0.000307918	0.000806517	0.001102586	0.003374604	0.000405715	0.001019732	0.000975154	0.001996422	0.001115656	0.000422998	0.001438735	0.001965267	0.000558732	0.001825706	0.000384098	0.00062698	0.001493969	0.001158516	0.001924557	0.004609101	0.004583318	0.001048064	0.000994036	0.000901226	0.002388032	0.000694732	0.000277169	0.001213873	0.001272562	0.001755002	0.000782895	0.000639315	0.000501575	0.000356489	0.000365347	0.000152762	0.002418305	0.002170579	0.000707035	0.002459997	0.00060265
OTU_139	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	coprophila	0.0005811	0.000146197	0.000129758	0.000194285	0.0000857	0.000104991	0.0000294	0.0000874	0.00025476	0.000203569	0.0000697	0.00038094	0.000504745	0.000111588	0.000488293	0.000103126	0.0001511	0.0000474	0.000109531	0.0000665	0.000088	0.0000738	0.000128796	0.000107167	0.000254753	0.00007	0.000103381	0.000238117	0.0000751	0.0000844	0.000177093	0.0000829	0.0000807	0.000196351	0.000139639	0.017069554	0.000118969	0.0000813	0.000181493	0.000093	0.0000595	0.000126482	0.0000899	0.000142655	0.000208652	0.0000573	0.000044	0.000085	0.0000309	0.000134719	0.000111254	0.000229536	0.000202258	0.000209751	0.000195266	0.000169473	0.0000443	0.00014461	0.000101156	0.0000878	0.001131001	0.000161978	0.000361352	0.005605322	0.000182206	0.0000913	0.00008	0.00015502	0.055113837	0.000277764	0.000135413	0.00060265
OTU_14	Ascomycota	Leotiomycetes	Helotiales	Helotiales	Leptodontidium	sp.	0.00143459	0.001637403	0.000504614	0.000568978	0.000257136	0.000265976	0.000824524	0.000655179	0.000764279	0.000882133	0.000748998	0.000745317	0.000383606	0.000552627	0.000767317	0.000322269	0.001877955	0.00215456	0.00076672	0.000199497	0.000645067	0.000442955	0.000437907	0.000202427	0.001836904	0.001371032	0.000379062	0.000754038	0.000619207	0.000247443	0.00019923	0.000201331	0.001397962	0.000362494	0.00074474	0.000140156	0.000407893	0.000406314	0.004174337	0.000441614	0.000693981	0.001296443	0.000500951	0.000190207	0.000434692	0.000146187	0.000846973	0.000886665	0.00069511	0.000981524	0.000349656	0.001058828	0.000349355	0.000291827	0.000240327	0.0000924	0.000990362	0.000626642	0.001488439	0.000672849	0.000975001	0.000539928	0.001917945	0.000651168	0.000261425	0.00027401	0.0000473	0.000480561	0.000330306	0.000286181	0.000451376	0.00012577
OTU_140	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	phialophoroides	0.000163434	0.0000877	0.00099481	0.000180408	0.000128568	0.000139987	0.000176684	0.000174714	0.00016984	0.000271426	0.000209023	0.000182189	0.000141328	0.000138157	0.000093	0.000154689	0.000194271	0.000118382	0.000109531	0.0000997	0.000088	0.001520811	0.000128796	0.0000595	0.000254753	0.000139901	0.0000517	0.000568836	0.000150111	0.00010685	0.0000443	0.000485563	0.000107536	0.000120831	0.001978216	0.000435222	0.000051	0.000121894	0.000129638	0.000116214	0.000158624	0.000142292	0.000154139	0.0000832	0.0000696	0.0000659	0.000066	0.000182191	0.000154469	0.000077	0.000254295	0.000207323	0.0000919	0.0000912	0.000180245	0.03974918	0.000266068	0.025487455	0.000187861	0.000117017	0.000195	0.00015298	0.00022237	0.0000704	0.000182206	0.000182673	0.000178222	0.000217027	0.000259526	0.000824874	0.000112844	0.0000943
OTU_14039	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	sp.	0.00029055	0.000745603	0.000374856	0.0000416	0.000149996	0.00021698	0.000853971	0.000502304	0.004500756	0.0000679	0.00048772	0.001043444	0.000181708	0.0000159	0.000627805	0.000296487	0.002870896	0.000497206	0.000284782	0.0000855	0.0000293	0.000324834	0.000437907	0.000416761	0.000616771	0.000629556	0.001361177	0.001309645	0.0000563	0.00010685	0.000332049	0.0000711	0.000322607	0.00027187	0.000628375	0.000147533	0.000186951	0.00014221	0.000388913	0.0004881	0.000442826	0.003083004	0.004277347	0.006276822	0.001356239	0.00018345	0.000044	0.0000486	0.000911366	0.000962279	0.005133584	0.001392025	0.000183871	0.000127674	0.000270368	0.000385166	0.001049489	0.000108457	0.000115607	0.000994646	0.000429	0.000125983	0.000111185	0.000316784	0.000697135	0.000959035	0.0000546	0.001441682	0.0000944	0.000193593	0.000473944	0.0000367
OTU_14445	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	oxysporum	0.029853999	0.033084312	0.015960208	0.015195881	0.039213165	0.017456429	0.022379929	0.03085894	0.027106439	0.040035285	0.027678105	0.02237607	0.028770442	0.005935428	0.019950241	0.027147921	0.045006152	0.008997064	0.0271857	0.00860214	0.017182231	0.01336247	0.033693104	0.010442838	0.022378054	0.030778271	0.016368586	0.02778035	0.023154577	0.019463612	0.013990348	0.019896255	0.029048042	0.024287095	0.025646993	0.004920222	0.029096348	0.026654206	0.022038425	0.014852176	0.011467208	0.022972332	0.026884345	0.005171245	0.019508972	0.004683706	0.010658659	0.026940035	0.024282493	0.039876828	0.021042928	0.029706416	0.044165778	0.032082733	0.013653569	0.024820127	0.035889552	0.019184883	0.036575145	0.022277155	0.032623533	0.014353077	0.028741383	0.013190546	0.011708693	0.027264009	0.001716751	0.023904012	0.033620385	0.036555393	0.01884493	0.005009852
OTU_145	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomidium	galaicum	0.000490303	0.000701744	0.001859862	0.001443262	0.003642753	0.000818926	0.001501811	0.00126668	0.000679359	0.004749949	0.00048772	0.005266906	0.000423985	0.000674843	0.006743088	0.000283597	0.000755499	0.00134956	0.001248658	0.000978488	0.00024923	0.000251008	0.000643981	0.000583465	0.000294977	0.000419704	0.000775354	0.002420859	0.000262694	0.000764823	0.001372471	0.000142116	0.001303869	0.000604157	0.001210203	0.000804054	0.003263142	0.004469455	0.001633436	0.001220249	0.000660934	0.001675889	0.000436726	0.000487405	0.000539018	0.000716601	0.000373988	0.001991959	0.000401619	0.000654349	0.001827747	0.001044019	0.004173868	0.001085232	0.000495674	0.00064708	0.000886892	0.004097274	0.002716763	0.000570459	0.001092001	0.000836888	0.001139649	0.000615969	0.001124922	0.000913367	0.0000837	0.000434055	0.002123393	0.00256721	0.000699632	0.000807026
OTU_147	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	sp.	0.000472144	0.002514583	0.000187428	0.000360815	0.00094283	0.00088892	0.001855178	0.003800039	0.000560471	0.000542851	0.000557394	0.000463753	0.001453664	0.000223176	0.000511545	0.000476958	0.002568696	0.000236765	0.000679095	0.000341996	0.0004838	0.000324834	0.008062647	0.000535835	0.000737443	0.004462849	0.000758124	0.000833411	0.001782565	0.000601735	0.002811352	0.00074611	0.000578004	0.000800507	0.002490225	0.000545872	0.001189687	0.000954838	0.002281625	0.000708907	0.000284202	0.000727273	0.004970971	0.000261534	0.001182362	0.000515953	0.00029699	0.000935249	0.000880472	0.00082756	0.000937714	0.001310577	0.00057	0.000611013	0.000510695	0.000908993	0.000443446	0.000168711	0.001965318	0.001521224	0.001170001	0.000773896	0.000722704	0.000431179	0.000340645	0.000411015	0.000185496	0.001782725	0.00195824	0.000521859	0.003159629	0.000319666
OTU_151	Ascomycota	Ascomycota	Ascomycota	Ascomycota	Tetracladium	sp.	0.00401322	0.002836216	0.001931949	0.002650606	0.001864232	0.001098901	0.005977797	0.007665597	0.005468843	0.003121395	0.003518551	0.006641602	0.005229154	0.001004293	0.021996419	0.00429262	0.004684094	0.002272943	0.004227913	0.000888239	0.001656649	0.000383894	0.004198758	0.002679177	0.003714033	0.003007876	0.00180916	0.002420859	0.001913912	0.000686091	0.003696817	0.001255359	0.014718929	0.001963509	0.004491715	0.000914704	0.001835517	0.000812628	0.011200705	0.003009948	0.00230666	0.00512253	0.006139855	0.00211605	0.004503408	0.00083699	0.014915523	0.002635702	0.00435602	0.00404157	0.011443284	0.005990152	0.002886772	0.001468255	0.002298125	0.001586886	0.002734583	0.004410595	0.057861272	0.004987859	0.004056004	0.004076454	0.008867022	0.007523627	0.00115661	0.001689729	0.000407365	0.002185775	0.001509968	0.000589196	0.003565867	0.00109525
OTU_1521	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	cladosporioides	0.000907968	0.000394731	0.000273933	0.000791018	0.001499957	0.000412963	0.003209753	0.00253336	0.000458568	0.000271426	0.00158509	0.001142819	0.001312336	0.000100961	0.002464715	0.000979697	0.000561228	0.000260441	0.001182939	0.000503494	0.000454479	0.000354364	0.001391	0.000416761	0.000978788	0.000797437	0.000689204	0.004974006	0.001501107	0.000674844	0.001151105	0.000734267	0.014732371	0.000317182	0.004561534	0.000420469	0.000577848	0.00056884	0.001711219	0.000383507	0.000462654	0.00170751	0.000616554	0.000404189	0.001043261	0.000249377	0.000780975	0.000971687	0.002317032	0.000442648	0.003734961	0.000533116	0.001103225	0.000620132	0.005347272	0.000523826	0.001995506	0.000494083	0.000563584	0.001638241	0.000741001	0.000566924	0.001334223	0.000387181	0.000205972	0.000411015	0.00138213	0.00055807	0.000896544	0.000235678	0.004536324	0.000167694
OTU_15237	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lophotrichus	fimeti	0.002524152	0.011534919	0.00438293	0.058715775	0.001671381	0.059837615	0.002237993	0.016794427	0.003226957	0.003664246	0.006392615	0.028073604	0.001998789	0.068222879	0.003046016	0.005736384	0.002676625	0.02128516	0.009682578	0.012112346	0.001099546	0.008135603	0.002807759	0.01726581	0.003754257	0.00337162	0.00759847	0.076448878	0.001726273	0.021026999	0.003298357	0.010303418	0.005726268	0.003760875	0.00542264	0.060068013	0.002192423	0.011681531	0.00233348	0.016142153	0.003060125	0.020822134	0.005356317	0.13395309	0.00194742	0.001361543	0.001594949	0.010081257	0.002131669	0.006235566	0.013414072	0.023057273	0.001691612	0.006602586	0.002628575	0.017825504	0.006016082	0.022824227	0.002789017	0.034505456	0.001677002	0.02948005	0.001917945	0.012688971	0.001861666	0.014339864	0.001087518	0.02111366	0.002099799	0.024215949	0.00203119	0.010831971
OTU_15629	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	pulicaris	0.000217912	0.000116957	0.000490196	0.000194285	0.000685695	0.001007909	0.001442916	0.000262072	0.000866183	0.000407138	0.000139349	0.000231876	0.000625883	0.000371961	0.000744065	0.000979697	0.000323785	0.000142059	0.000503845	0.000213747	0.001084885	0.000605372	0.00136524	0.000512021	0.000362018	0.000195862	0.001533478	0.004047994	0.000769317	0.000899791	0.000243503	0.00208437	0.000295723	0.000256767	0.000116366	0.000118026	0.001869508	0.000446946	0.000414841	0.000476478	0.000191671	0.000237154	0.000154139	0.000392301	0.001599666	0.000163385	0.000362988	0.000643743	0.000324384	0.026712856	0.000333762	0.000510903	0.009708381	0.000291827	0.000405552	0.000477606	0.000428664	0.000132559	0.000144509	0.000117017	0.001462501	0.021732088	0.000500334	0.019297443	0.000570383	0.000228342	0.000163673	0.000496063	0.000802171	0.000740703	0.0003611	0.000178175
OTU_157	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Dendryphion	nanum	0.001834096	0.002748498	0.002364475	0.002983666	0.003107054	0.002799748	0.001649047	0.000698858	0.001053007	0.001764267	0.003205017	0.003246269	0.001271956	0.000818313	0.000674309	0.000953916	0.001338312	0.000662942	0.001840128	0.00076949	0.002492303	0.000191947	0.0006955	0.000392946	0.002400043	0.002546202	0.002153761	0.001190586	0.002439299	0.001692732	0.000575552	0.00023686	0.002795924	0.001827574	0.003072054	0.000671275	0.004146909	0.002864515	0.001685291	0.001208628	0.000931917	0.001960474	0.00110466	0.00028531	0.002103909	0.00022358	0.000571982	0.001348216	0.000772344	0.001847575	0.003369411	0.006219688	0.003254514	0.002334616	0.001321798	0.001848799	0.001552061	0.000506134	0.00050578	0.001521224	0.002944503	0.001232835	0.001167445	0.000897555	0.000269347	0.001187377	0.000221868	0.001658709	0.002548071	0.002777637	0.000835045	0.000324907
OTU_159	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	oxysporum	0.002669427	0.003611058	0.000821799	0.000693876	0.001735665	0.000881921	0.001796284	0.003275896	0.001154911	0.001153559	0.001358648	0.001175944	0.000868161	0.000387902	0.001209105	0.001430873	0.002158568	0.000733971	0.001730597	0.000493994	0.001568685	0.001461751	0.001442518	0.00126219	0.003378831	0.005973783	0.00184362	0.002354715	0.001820092	0.001973917	0.001394608	0.001207987	0.001156007	0.001132794	0.001396388	0.000228676	0.00129166	0.001279889	0.001088957	0.000732149	0.001421008	0.002418972	0.000822073	0.000273422	0.014518709	0.000616277	0.000538983	0.002222735	0.002502394	0.002367206	0.001462197	0.00231017	0.00145258	0.001605049	0.001562124	0.002572912	0.001359901	0.000614591	0.002413295	0.000585086	0.001735502	0.00059392	0.003140983	0.000827159	0.000633759	0.000502352	0.000127301	0.001255658	0.002548071	0.00127098	0.001218714	0.000455917
OTU_160	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	sp.	0.000163434	0.001198813	0.002090542	0.000235918	0.000192852	0.000125989	0.001118996	0.001091965	0.001120943	0.000407138	0.000505138	0.001010318	0.001130628	0.000738607	0.000465041	0.010609088	0.001014527	0.000378824	0.000219063	0.000337246	0.000645067	0.000147652	0.001622833	0.003453162	0.003030222	0.000545615	0.000189531	0.000238117	0.000525387	0.000348669	0.000309913	0.001148772	0.000470468	0.000543741	0.000349097	0.00011065	0.000373902	0.0000609	0.006067049	0.000395128	0.000138796	0.001770751	0.001425782	0.00022587	0.000556406	0.000131855	0.000802974	0.001408947	0.000324384	0.001712856	0.000238402	0.000518307	0.000680322	0.004012622	0.000615838	0.00018488	0.000354757	0.000831506	0.00117052	0.003876196	0.000312	0.000341954	0.000250167	0.000351983	0.000221816	0.001415719	0.000421913	0.001410678	0.000471865	0.000218844	0.001128439	0.000193896
OTU_161	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	crenulatus	0.0000726	0.020891507	0.004282007	0.000249795	0.000299991	0.000118989	0.000147236	0.0000655	0.000203808	0.000135713	0.0000348	0.001010318	0.0000808	0.000085	0.000139512	0.000141798	0.001079284	0.000165735	0.000240969	0.000104499	0.000102624	0.0000295	0.000206074	0.0000357	0.000496098	0.000181872	0.0000689	0.006548225	0.000206402	0.0000787	0.0000221	0.00011843	0.0000134	0.000226559	0.000209458	0.004883338	0.000135964	0.0000813	0.0000259	0.0000697	0.0000727	0.0000791	0.000141294	0.000261534	0.000156489	0.0000287	0.000142995	0.0000607	0.000216256	0.0000192	0.000270189	0.000162897	0.000183871	0.000127674	0.000015	0.000154067	0.000413883	0.000120508	0.0000867	0.000117017	0.0002145	0.000206972	0.002835223	0.0000704	0.010037154	0.0000913	0.0000218	0.000325541	0.0000944	0.0000673	0.000473944	0.0000786
OTU_16131	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	sp.	0.000835331	0.000555547	0.005579585	0.00195673	0.002657067	0.002036817	0.000559498	0.001375876	0.001069991	0.012417724	0.000592231	0.000778442	0.000686453	0.000393215	0.000441789	0.000476958	0.001683683	0.000662942	0.001182939	0.000237497	0.001641988	0.000162417	0.015172201	0.000321501	0.000737443	0.000853398	0.000551363	0.000621751	0.000919428	0.000393659	0.000509142	0.001089557	0.001115681	0.00069478	0.00118693	0.000162286	0.001784531	0.00056884	0.001192668	0.000627557	0.000588231	0.000521739	0.001451472	0.000380413	0.001164974	0.0000659	0.000088	0.000886665	0.000726003	0.000635104	0.009234095	0.001021806	0.001084838	0.001650647	0.000585797	0.000493013	0.001670313	0.001313538	0.000823699	0.00138958	0.001287001	0.000539928	0.003669113	0.000563172	0.000602071	0.00054802	0.00008	0.001116141	0.000542645	0.000816457	0.000789907	0.000282983
